Title,Description,Language,Badges,Stars
fully-homomorphic-encryption,Libraries and tools to perform fully homomorphic encryption operations on an encrypted data set.,C++,"cryptography,privacy,homomorphic-encryption,fhe,fully-homomorphic-encryption",2703
lightweight_mmm,LightweightMMM 🦇 is a lightweight Bayesian Marketing Mix Modeling (MMM) library that allows users to easily train MMMs and obtain channel attribution information.,Python,"data-science,econometrics,bayesian,mmm,marketing-science",271
flutter.widgets,,Dart,,1029
etils,Collection of eclectic utils for python.,Python,"python,tensorflow,utils,numpy,jax",73
swift-clang,,C++,,6
swift-llvm,,LLVM,,5
swift-corelibs-libdispatch,"The libdispatch Project, (a.k.a. Grand Central Dispatch), for concurrency on multicore hardware",C,,3
swift-corelibs-foundation,"The Foundation Project, providing core utilities, internationalization, and OS independence",C,,3
mr4c,,Java,,914
graph-gen,,Python,,4
sa360-bidbyweather,,JavaScript,,3
swift-corelibs-xctest,"The XCTest Project, A Swift core library for providing unit test support",Swift,,3
payjs,,JavaScript,,4
gfbuild-SPIRV-Cross,,0,,2
MOE-py,A system for synchronizing repositories,Java,,5
FluidNet,Accelerating Eulerian Fluid Simulation With Convolutional Networks,Lua,,707
cloud-function-edit-drive-permissions,This sample Cloud Function code is designed to remove permissions from a Drive file where the file is visible across the entire domain. The Function is triggered against a Pub/Sub payload that contains Drive document metadata and sharing events that would prompt the Function to execute.,Python,,12
GeoexperimentsResearch,An open-source implementation of the geo experiment analysis methodology developed at Google. Disclaimer: This is not an official Google product.,R,,100
image-compression,,C++,,76
gdata-python-client,,HTML,,433
pixelvisualcorecamera,,Java,,103
vim-searchindex,vim-searchindex: display number of search matches & index of a current match,Vim Script,,348
retrieval-qa-eval,,Python,,33
cap-library,Common Alerting Protocol Library,HTML,,76
pulito,Conventions and structure for a Vanilla JS application with a supporting webpack config.,JavaScript,,37
neural_rerendering_in_the_wild,,Python,,197
rxcppuniq,,C++,,8
flutter_minimal_store,,Dart,,20
charted,Visualization toolkit for Dart language,Dart,,155
boundedwait,,Go,,4
minetest_pnr,Place & Router for Minetest,Rust,,13
fleetspeak-doc,,Apache-2.0,,2
earthstudio-ffmpeg-automator,,Shell,,9
page-timer,A personal time-tracking Chrome extension,JavaScript,,93
skywater-pdk-libs-sky130_fd_sc_ls,"""Low speed"" digital standard cells for SKY130 provided by SkyWater.",Verilog,"asic,eda,ic,silicon,integrated-circuits,openroad,sky130",4
skywater-pdk-libs-sky130_fd_sc_ms,"""Medium speed"" digital standard cells for SKY130 provided by SkyWater.",Verilog,"asic,eda,ic,silicon,integrated-circuits,openroad,sky130",3
skywater-pdk-libs-sky130_fd_sc_lp,"""Low power"" digital standard cells for SKY130 provided by SkyWater.",Verilog,"asic,eda,ic,silicon,integrated-circuits,openroad,sky130",3
coapblaster,A Java Library for implementing CoAP clients and servers.,Java,,30
formal-ml,,Lean,,17
selinux-policy-languages,VSCode extension providing syntax highlighting for the SELinux kernel policy language and Common Intermediate Language.,Apache-2.0,"vscode,cil,selinux",6
cabal2bazel,Haskell Bazel rules and cabal2bazel import tool.,Starlark,,38
reflow-list,,TypeScript,,1
ffcc,Fast Fourier Color Constancy: an auto white balance solution with machine learning in Fourier space,MATLAB,"google,image-processing,cvpr-2017,whitebalance",173
retriever_parsing,,Python,,4
custom-tab-groups,,JavaScript,,3
prog-edu-assistant-quizzes,Automatically gradable quizzes in Jupyter Python notebook.,Jupyter Notebook,autograding,2
java-monitoring-client-library,A java idiomatic monitoring client for collecting metrics,Java,"metrics,stackdriver-monitoring,java,monitoring-library",59
sa360-webquery-bigquery,Tool to import Search Ads 360 Webquery report into BigQuery,Java,,11
pygtrie,Python library implementing a trie data structure.,Python,,761
jsaction,JsAction is a small event delegation library that decouples event binding from the code that can handle the event.,JavaScript,,1012
lecam-gan,Regularizing Generative Adversarial Networks under Limited Data (CVPR 2021),Jupyter Notebook,"gan,image-generation,data-efficient,cvpr2021",140
pcbdl,PCB Design Language: A programming way to design schematics.,Python,"python,hardware,electronics,eda,schematics,hdl,netlist",113
slowjam,SlowJam: latency profiler for Go programs,HTML,"golang,performance,analysis,profiling",191
tabletopaudio-action,,TypeScript,,7
look-before-you-speak,Look Before you Speak Project Webpage: https://google.github.io/look-before-you-speak/,HTML,,2
google-drive-dokany,,C,,24
applied-machine-learning-intensive,Applied Machine Learning Intensive,Jupyter Notebook,"data-science,machine-learning,tensorflow,sklearn,python3,tensorflow-tutorials,tensorflow-examples",126
tirg,"deep learning, image retrieval, vision and language",Python,,257
autobidding-readiness-monitor,,Python,,6
centaur,,TypeScript,,6
git-appraise-web,Web UI for git-appraise,HTML,,179
merror,MError is a library for error handling in C++ without exceptions. It requires C++17 and only works for gcc or clang compilers.,C++,error-handling,3
actions-on-google-flashcards-template-sdk,,JavaScript,,7
actions-on-google-trivia-template-sdk,,JavaScript,,14
webrisk,,Go,,40
usbmon,List and monitor USB devices connected to Linux host. Also as Collectd plugin.,C,"usb,udev,collectd,collectd-plugin,linux,usbmon",30
timecast,"Performant, composable online learning",Python,"timeseries,time-series,prediction,prediction-algorithm,online-learning,time-series-analysis,timeseries-data",14
ormolu,This is a fork of https://github.com/tweag/ormolu.,Haskell,,11
tcav-for-ehr,,Python,,3
dicomproxy,,Java,,4
idaidle,A plugin for the commercial IDA Pro disassembler that warns users if they leave their instance idling for too long.,CMake,"c-plus-plus,ida-pro,ida-plugin",26
play-licensing,Google Play licensing service client library,Java,,89
forklift,"Forklift is an IndexedDB-specific macrobenchmark that lets us measure progress, guide future optimizations, and detect and respond to stability and performance regressions in IndexedDB implementations.",JavaScript,,8
GSCXScanner,iOS Accessibility Scanner,Objective-C,,119
ukey2,,Java,,36
font-go,,Go,,49
microscopeimagequality,,Python,,76
tensorflow-recorder,TFRecorder makes it easy to create TensorFlow records (TFRecords) from Pandas DataFrames and CSVs files containing images or structured data.,Python,"tensorflow,image-processing,apache-beam,preprocessing,tfrecords,tensorflow-recorder",167
tfjs-mnist-workshop,E2E TensorFlow workshop from model training using Keras API all the way to visualization using TensorFlow.js,Jupyter Notebook,,5
data-layer-helper,JavaScript library for working with dataLayer message queues.,JavaScript,,385
hctr2,HCTR2 specification and test vectors,C,,13
typedoc-neo-theme,,HTML,,79
hotel-ads-etl-tool,Tool to extract information from Hotel Ads API to BigQuery.,Python,,5
budget-protector,,JavaScript,,1
process_runner,,Dart,,12
transitfeed,"A Python library for reading, validating, and writing transit schedule information in the GTFS format.",Python,,648
gnostic-grpc,A gnostic plugin that converts an OpenAPI API description into a description of a gRPC service that can be used to implement that API using gRPC-JSON Transcoding.,Go,,205
splitbrain,A research system to automate splitting PRs into smaller PRs.,Python,"productivity,developer-tools,research-paper,abstract-syntax-tree",10
licensecheck,The licensecheck package classifies license files and heuristically determines how well they correspond to known open source licenses.,Go,,360
exposure-notifications-private-analytics-ingestion,This repository contains implementation to process private data shares collected according to the Exposure Notification Private Analytics protocol. It assumes private data shares uploaded as done in the Exposure Notification Express template app. These documents contain encrypted packets using the Prio protocol. The pipeline implementation conve…,Java,"exposure-notification,google-cloud-dataflow,firestore,prio",6
jsontoken,Automatically exported from code.google.com/p/jsontoken,Java,,16
infra-structured-map,,Java,,6
martian-java,Configure a Martian Proxy from Java,Java,,10
qrisp,,C++,,9
i18n_sanitycheck,,Java,,12
nel-reporter-java,Network Error Logging (NEL) Java Reporter,Java,,12
compact_enc_det,compact_enc_det - Compact Encoding Detection,C,,158
skia,"Skia is a complete 2D graphic library for drawing Text, Geometries, and Images.",C++,,6802
skia-buildbot,"Build, Test, and Analysis Tools for Skia Infrastructure",Go,,114
minijail,sandboxing and containment tool used in ChromeOS and Android,,"linux,sandboxing,security-tools,minijail",138
binja-hexagon,,Python,,76
analytics-settings-database,,Python,,36
postcss-rename,Replace class names based on a customizable renaming scheme.,TypeScript,"css,postcss,postcss-plugin",75
gtm-currency-rates-sync,A script for setting up an up to date GTM (Google Tag Manager) Lookup Table variable with all the currency rates available in Google Finance data via sheets,JavaScript,"sync,tags,currency,gtm,tag-manager",9
walk,Plan 9 style utilities to replace find(1),C,,60
dv360-bidbyweather,,JavaScript,,7
self-published-geo,,Python,,12
vim-glaive,,Vim Script,,73
iosched-ios,The Google I/O iOS app,Swift,"swift,ios,firebase,conference,firestore",238
pymql,The Metaweb Query Language,Python,,10
asset-check,Check your .well-known/assetlinks.json file on the cli,JavaScript,,21
agency-ads-management-solutions,,JavaScript,,7
compynator,A pure Python implementation of parser combinators with asymptotically best performance and support for context-sensitive or ambiguous grammars.,Python,,67
edf,,Go,,12
hrx,HRX (Human-Readable Archive): a plain text archive format,CSS,,33
mlir-npcomp,npcomp - An aspirational MLIR based numpy compiler,,,47
knowledge-base-gmail-addon,,JavaScript,,3
peg-typed,,Kotlin,,2
closure-compiler-js,Package for the JS version of closure-compiler for use via NPM,JavaScript,,1859
wwwbasic,wwwBASIC is an implementation of BASIC that runs on Node.js and the Web.,JavaScript,,1117
py-ast-utils,,Python,,15
sonic-p4rt,,,,1
repose,,Python,,3
or-models,,Apache-2.0,,1
git-sync-changes,Collaborative editing for git repositories,Shell,,36
airdialogue_model,,Python,,14
iot-environment-sensors,,C++,,11
gvisor-containerd-shim,containerd shim for gVisor,Go,,75
lipsync,,JavaScript,,158
git-tree,"A tool for visualizing the state of a git repository, particularly ongoing work.",Rust,,33
prochlo,,C++,,30
python-gflags,Python implementation of the Google commandline flags module.,Python,,189
rtc-video-quality,Compare (Real-Time) Video Codec Performance,Python,,108
loaner,Automated Chromebook loaner management,Python,,164
google-api-cpp-client,The core C++ SK for using Google APIs,C++,,287
libcxx,libc++; cloned from http://llvm.org/git/libcxx.git,C++,,176
vectorio,Library for Go (golang) to implement writev system call (not an official Google product),Go,,90
open-vcdiff,An encoder/decoder for the VCDIFF (RFC3284) format,C++,,159
openjdk-kerberos,,Java,,2
astc-codec,A software ASTC decoder implementation which supports the ASTC LDR profile,C++,,59
atlassian-addons-audit-sheet,"This tool will synchronize the list of Enabled User-Installed plugins in JIRA, Confluence, and Bitbucket with a Google Sheet for documentation and auditing.",Python,,7
protorpc,,Python,,65
kiwi-solver,Kiwi is a minimalist and extendable Constraint Programming (CP) solver.,Java,"education,optimization,combinatorial-optimization,satisfiability,architecture,solver,propagators",42
cssi-blogasaurus,A sample web app project from the Computer Science Summer Institute.,HTML,,5
gpu-emulation-stress-test,,C++,,64
rust-shell,Helper library for std::process::Command to write shell script like tasks in rust,Rust,,201
git-phabricator-mirror,Mirror source code metadata between git-notes and Phabricator,Go,,26
prometheus-slo-burn-example,"An end to end example of implementing SLOs with prometheus, grafana and Go.",Go,"monitoring,slo,sre",115
bookbot-navigation,,C++,,9
chive-varying-prosody-icml-2019,"This repository contains audio samples that go with the ICML 2019 paper, ""CHiVE: Varying Prosody in Speech Synthesis with a Linguistically Driven Dynamic Hierarchical Conditional Variational Network"", V. Wan, C.-a. Chan, T. Kenter, J. Vit and R. A. J. Clark.",HTML,,6
android-wear-stitch-script,,Python,,32
pik,A new lossy/lossless image format for photos and the internet,C++,,801
lullaby,A collection of C++ libraries designed to help teams develop virtual and augmented reality experiences,C++,"windows,linux,ios,vr,ar,daydream,daydream-controllers",1131
squires,Self-documenting command line interfaces for Python,Python,,13
web-activities,,JavaScript,,47
keyczar,Easy-to-use crypto toolkit,Apache-2.0,,1097
neural-logic-machines,Implementation for the Neural Logic Machines (NLM).,Python,"reinforcement-learning,logic-programming,neuro-symbolic-learning",248
sha1dc-jni,,Java,,3
flatui,Efficient Immediate Mode UI for Games,C++,,609
fplbase,Cross platform low level rendering and I/O library,C++,,193
motive,"A cross-platform, memory efficient, and performant animation system written in C++",C++,,189
expt-analysis,,Python,,5
chromeosnavigationdemo,,Kotlin,,8
github-issue-mover,Making it easy to migrate issues between repos.,Dart,,612
evcxr,,Rust,,3496
hotels-template-library,,C++,,10
yamlfmt,An extensible command line tool or library to format yaml files.,Go,,590
ml-metadata,For recording and retrieving metadata associated with ML developer and data scientist workflows.,C++,,491
gps-measurement-tools,,Java,,579
highwayhash,Fast strong hash functions: SipHash/HighwayHash,C++,,1309
dagger,A fast dependency injector for Android and Java.,Java,,16812
souper,A superoptimizer for LLVM IR,C++,,1822
tsl,,0,,2
guice,"Guice (pronounced 'juice') is a lightweight dependency injection framework for Java 8 and above, brought to you by Google.",Java,,11472
googletest,GoogleTest - Google Testing and Mocking Framework,C++,,27647
mobly-bundled-snippets,Snippets to allow Mobly tests to control Android devices by exposing a simplified Android API.,Java,"android,testing,mobly,snippets",28
across,ACROSS - Attributing Contributor Roles in Open Source Software,HTML,"opensource,research,workshop,metrics,contributors",12
earthengine-api,Python and JavaScript bindings for calling the Earth Engine API.,JavaScript,,2006
tcmalloc,,C++,,3048
nftables,This repository contains a Go module to interact with Linux nftables (the iptables successor).,Go,"linux,nftables,go,golang",797
evojax,,Jupyter Notebook,,549
bumble,,Python,,20
crc32c,CRC32C implementation with support for CPU-specific acceleration instructions,C++,,340
vector_math.dart,A vector math package for 2D and 3D applications,Dart,,254
guava,Google core libraries for Java,Java,"java,guava",45767
glazier,A tool for automating the installation of the Microsoft Windows operating system on various device platforms.,Python,,1145
model-viewer,Easily display interactive 3D models on the web and in AR!,TypeScript,"webcomponents,augmented-reality,three-js,3d,webxr,magic-leap,gltf",4766
ChromeBrowserEnterprise,Google Chrome Browser Cloud Management APIs,C#,,7
go-cmdtest,This package simplifies testing of command-line interfaces.,Go,"cli,golang,test,testing-tools",121
emboss,Emboss is a tool for generating code that reads and writes binary data structures.,Python,,44
glog,C++ implementation of the Google logging module,C++,,5692
speaker-id,"This repository contains audio samples and supplementary materials accompanying publications by the ""Speaker, Voice and Language"" team at Google.",Python,"speaker-recognition,speaker-verification,source-separation,speaker-diarization,speaker-identification",186
rax,Rax is a Learning-to-Rank library written in JAX.,Python,,223
hilbert,"Go package for mapping values to and from space-filling curves, such as Hilbert and Peano curves.",Go,"go,hilbert,peano,space-filling-curves",254
prettytensor,Pretty Tensor: Fluent Networks in TensorFlow,Python,,1248
vmregistry,VM Registry — manage and provision your VMs,Go,"grpc,powerdns,grpc-service,lvm,libvirt-api,picoprod,libvirt",23
git-pull-request-mirror,Mirror pull requests into git-appraise,Go,,78
todo-tracks,Web dashboard for tracking the TODOs in a Git repo,Go,,161
HardwarePrototypingToolkit,,Apache-2.0,,1
gapid-dev-releases,,Apache-2.0,,11
applied-computing-series,,Python,,11
cloudprint_logocert,Google Cloud Print Logo Certification Automation,Python,,24
tflow2,This software is currently maintained at https://github.com/taktv6/tflow2,Go,,38
dart_google_apps,Interop libraries to write Google Apps scripts in the Dart programming language.,Dart,,22
blockly-tools,tools for developing Blockly,Shell,,15
covid19-face-shield,A design for a Face Shield that is intended for medical use to address short-term medical supply shortages as a result of the COVID-19 public health emergency.,Apache-2.0,,8
lvmd,LVMd – the gRPC Wrapper for LVM,Go,"grpc,grpc-service,lvm,lvm2,picoprod",26
chrome-media-audio-papers,Audio samples from research projects done by the Chrome Media Audio group,HTML,,3
git-rebaser,,Python,,11
adcase,,Python,,4
powered-caster-vehicle,,C++,,7
play-instant-unity-plugin,Google Play Instant Plugin for Unity Beta (Archived),C#,"android,unity,instant",138
mundane,"Mundane is a Rust cryptography library backed by BoringSSL that is difficult to misuse, ergonomic, and performant (in that order).",Rust,"rust,cryptography,boringssl",1046
ukip,USB Keystroke Injection Protection,Python,,248
git-appraise-eclipse,Distributed code review for Eclipse,Java,,32
python-fanotify,"Python bindings for Linux's fanotify API (unmaintained, see https://github.com/google/python-fanotify/issues/5)",C,,52
slothfs,,Go,,52
emoticon-composer-font,Composable emoticons,HTML,"emoji,fonts",7
cloud-analytics-ts,,TypeScript,,4
angular_node_bind.dart,Utilities to allow Angular templates to use Node.bind(),Dart,,24
allied-oscillators,,JavaScript,,6
create-framework,,Dart,,4
wayback-machine-button,Chrome extension to reopen the current page in the Wayback Machine,JavaScript,,10
certificate-maker,An experimental tool for turning HTML templates into PDF files.,JavaScript,,118
binexport,Export disassemblies into Protocol Buffers,C++,"c-plus-plus,reverse-engineering,ida-pro,binary-ninja,ida-plugin,binary-ninja-plugin,database",783
winops,Small scripts and libraries for managing Windows in a corporate environment.,Go,,79
protobuf.dart,Runtime library for Dart protobufs,Dart,,417
fresnel,A cross platform solution for remote OS provisioning.,Go,,37
paranoid_crypto,Paranoid's library contains implementations of checks for well known weaknesses on cryptographic artifacts.,Python,"security,cryptography",706
agi-dev-releases,,Shell,,30
uuid,Go package for UUIDs based on RFC 4122 and DCE 1.1: Authentication and Security Services.,Go,"go,uuid",3884
dart_cli_script,,Dart,,15
shaderc,"A collection of tools, libraries, and tests for Vulkan shader compilation.",C++,"compiler,graphics,vulkan,glsl,hlsl,spirv,spirv-cross",1381
summit-ast,Summit-AST translates parsed Apex source code into an abstract syntax tree,Kotlin,,16
chicago-brick,Software that displays content on a multi-node video wall.,JavaScript,"visualization,nodejs,chrome,graphics,video-wall",134
android-auto-companion-ios,,Swift,,7
medical_claims_tools,"Examples, libraries, and tools for working with bulk FHIR data (particularly FHIR BCDA Claims at the moment).",Go,"golang,examples,medical,healthcare,fhir,medicare,fhir-client",23
calblink,Blink(1) monitor for Google Calendar,Go,"blink1,google-calendar,calendar-events,golang-application",37
eng-edu,,Jupyter Notebook,,629
xarray-beam,Distributed Xarray with Apache Beam,Python,"beam,xarray,dask,zarr",73
coset,A set of Rust types for supporting COSE,Rust,,11
nsjail,"A light-weight process isolation tool, making use of Linux namespaces and seccomp-bpf syscall filters (with help of the kafel bpf language)",C++,"security,linux,process-isolation,chroot,linux-namespaces,seccomp-bpf-policies",2131
starthinker,"Reference framework for building data workflows provided by Google. Accelerates authentication, logging, scheduling, and deployment of solutions using GCP. To borrow a tagline.. ""The framework for professionals with deadlines.""",Python,"python,bigquery,data-science,airflow,django,ui,google-analytics",145
google-api-objectivec-client-for-rest,Google APIs Client Library for Objective-C for REST,Objective-C,,645
tsec,,TypeScript,,44
leveldb,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.,C++,,30708
s2geometry,Computational geometry and spatial indexing on the sphere,C++,"geometry,s2,spherical-geometry,spatial-indexing",1851
woff2,,C++,,1078
webbundle,WebBundle library for packaging web sites,Rust,"webbundle,rust",73
diff-match-patch,Diff Match Patch is a high-performance library in multiple languages that manipulates plain text.,Python,"diff,match,patch,text-processing,difference",5640
peripheral-customization-pwa,This is a template for a peripheral customization PWA.,TypeScript,,2
capirca,Multi-platform ACL generation system,Python,,633
PINT,Securing platform software,C,,6
private-compute-services,,Java,,38
skywater-pdk,Open source process design kit for usage with SkyWater Technology Foundry's 130nm node.,Python,"magic,asic,eda,pdk,asic-library,openroad,openram",2173
TensorNetwork,A library for easy and efficient manipulation of tensor networks.,Python,,1628
nerfies,"This is the code for Deformable Neural Radiance Fields, a.k.a. Nerfies.",Python,"machine-learning,neural-network,nerf,3d,neural-rendering",927
postcss-src,,TypeScript,,2
rust_icu,rust_icu: rust bindings for ICU (International Components for Unicode) library,Rust,,90
sqlcommenter-php,Maintains a copy of the release version of SQLCommenter-Laravel from https://github.com/google/sqlcommenter,PHP,laravel-package,7
google-toolbox-for-mac,Google Toolbox for Mac,Objective-C,,1039
password-sync-support-tool,Support tool for Password Sync for Google Workspace and Cloud Identity customers. Formerly GSPSTool.,VBScript,"vbscript,g-suite,gsps-support,password-sync,google-workspace,password-sync-support",19
web-starter-kit,Web Starter Kit - a workflow for multi-device websites,HTML,,18457
flutter-desktop-embedding,Experimental plugins for Flutter for Desktop,C++,,7050
mirror-branch-action,A Github Action to mirror one branch to another within the same repository,TypeScript,github-actions,13
secrets-sync-action,A Github Action that can sync secrets from one repository to many others.,TypeScript,,262
bbr,,Apache-2.0,,5109
kernel-sanitizers,"Linux Kernel Sanitizers, fast bug-detectors for the Linux kernel",Python,,322
file.dart,A generic file system abstraction for Dart.,Dart,,106
nccl-fastsocket,NCCL Fast Socket is a transport layer plugin to improve NCCL collective communication performance on Google Cloud.,C++,"training,machine-learning,nccl",53
kunit-docs,,HTML,,25
pixelate,Create amazing pixel art murals. 🐸,TypeScript,"art,pixel-art,image-manipulation,pixelart,post-it,murals,wall-art",12
connectedappssdk,,Java,,5
ml_collections,ML Collections is a library of Python Collections designed for ML use cases.,Python,,593
maldoca,Malicious Microsoft Office document analyzer,C++,,28
clif,Binding generator to wrap C++ for Python using LLVM.,Python,"python,c-plus-plus,generator,wrapper,clang",909
ide-perf,An IntelliJ plugin for analyzing the performance of the IDE itself,Kotlin,"intellij-plugin,performance-analysis",50
zetasql,ZetaSQL - Analyzer Framework for SQL,C++,,1862
creative-screenshots,,TypeScript,,12
aarch64-paging,A Rust library to manipulate AArch64 VMSA EL1 page tables.,Rust,"rust,aarch64,rust-crate,pagetable,vmsa",6
go-cabfile,,Go,,9
php-crc32,"PHP CRC32 implementations (support all crc32 polynomials, and hardware acceleration)",PHP,,165
vsf-time-series,,Python,,7
fuse-archive,"FUSE file system for archives and compressed files (ZIP, RAR, 7Z, ISO, TGZ, XZ...)",C++,"archiving,fuse-filesystem,filesystem,zip",49
election-au-2016,Source code for the Australian Election 2016 visualisation,Go,,96
fancy-regex,,Rust,,166
realestate10k,Code for the RealEstate10K Dataset webpage.,HTML,,3
asymproj_edge_dnn,,Python,,22
google-gdata,Automatically exported from code.google.com/p/google-gdata,C#,,12
bottlerocket,,Scala,,99
pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",Python,,25
cog,Code for the COG dataset and network,Python,"computer-vision,neural-network,neuroscience",40
bottery,,JavaScript,,3311
sa360-flightsfeed,Generate SA360 compatible feeds for airlines on BigQuery 🚀,JavaScript,"bigquery,feeds,flights,appsscript",9
audio-sync-kit,,Python,,85
BucketServer,"Serve GCS Bucket content anonymously from Windows, Linux and MacOS",Go,"cloud,gcp,gcs,signed-url,gcs-bucket",5
ORFConverter,,C#,,3
chatbase-dotnet,Integrate your DotNet application with Chatbase!,C#,"csharp,analytics,dotnet,chatbot,dotnet-standard,chatbase",17
dtask,DTask is a scheduler for statically dependent tasks.,C,"real-time,embedded,dataflow,frp,rtos",17
fpc,FPC calculates information to be used in fixed-point integer calculations,C,,27
virtual-tutors,,HTML,,6
ioweb2015,I/O Web App 2015,JavaScript,,693
fchan-go,Experimental channel implementation,Go,,315
xdelta3-decoder-js,,C,,10
minions,Distributed filesystem scanner,Go,"security,security-scanner,vulnerability-assessment,vulnerabiity-detection",120
appengine-phabricator,Image for running Phabricator on App Engine,Shell,,18
gdata-objectivec-client,Google Data APIs Objective-C Client Library,Objective-C,,173
cpp-frp,Static functional reactive programming in C++14,C++,,61
macops-MOLFCMClient,,Objective-C,,11
yang_vocoder,,MATLAB,,88
detangle,,JavaScript,,163
keystone,A software architectural modeling tool for programmers.,Elm,,29
pg_page_verification,,C,,110
adapt-googleanalytics,,JavaScript,,7
deepboost,,C++,,157
mcic-coco,,Apache-2.0,,22
layered-scene-inference,"Code accompanying the paper ""Layer-structured 3D Scene Inference via View Synthesis"", ECCV 2018",Python,"computer-vision,deep-learning,3d-vision,layered-depth-images",81
readahead,readahead is a package that provides readers that enable concurrent reads from seekable or compressed files,Go,,133
source_transformer.dart,Patterns for easily re-writing source code,Dart,,7
mcafp,,Python,,39
chaps-linux,PKCS#11 Implementation for Linux,Makefile,,33
gtm-oauth,Google Toolbox for Mac - OAuth Controllers,Objective-C,,22
morphie,A tool for data analysis with graphs.,C++,,22
amp-toolbox,A collection of AMP tools making it easier to publish and host AMP pages.,JavaScript,,11
libgep,"Generic, Protobuf-Based Client-Server Protocol",C++,,54
quickshift,A clustering algorithm that first finds the high-density regions (cluster-cores) of the data and then clusters the remaining points by hill-climbing. Such seedings act as more stable and expressive cluster-cores than the singleton modes found by popular algorithm such as mean shift. (https://arxiv.org/abs/1805.07909),C++,,59
smilesparser,,Python,,11
web-audio-recognition,,Jupyter Notebook,,80
built_json.dart,"Deleted, use built_value instead.",BSD-3-Clause,,18
coursebuilder-resources,,Shell,,13
conferenceDB,,HTML,,8
0x0g-2018-badge,,C,,18
indexable-pwa-samples,A sample ExpressJS PWA that explores and demonstrates the best practices for implementing a PWA in regards to indexability of content.,JavaScript,,55
dbm-trix-addon,,JavaScript,,4
enum_class.dart,"Deleted, use built_value instead.",BSD-3-Clause,,14
sass_generator,,0,,3
vpn-reverse-tether,"VPN-based USB ""reverse tether""",C,,163
protocall,protocall is an experimental programming language,Python,,12
transliteration,Transliteration data and models,Apache-2.0,,46
power-traces,,Protocol Buffer,,6
indexed-db-as-promised,"A thin wrapper around IndexedDB, making it much more pleasant",JavaScript,,24
gotrace,,0,,20
cameraraw,,Go,,23
everythingisconnected,A Wikidata puzzle game,JavaScript,,15
simplecfg,Simple CFG module for ExtendJ,Java,,9
maketrace,,C++,,19
Chrome.Docs,"Temporary documentation for developer features in the Chrome beta, canary, and dev channels.",JavaScript,,26
bluesky-watchface,,C,,10
slowfs,A FUSE filesystem written in Go to simulate physical media for testing purposes,Go,,50
arc-jazzy-linter,A jazzy linter for use with Phabricator's arc command line tool.,PHP,,17
merge_pyi,,Python,,14
drone-firebase,Drone plugin to deploy a project to Firebase.,Go,,12
cncmicroscope-cad,"CNC MIcroscope CAD files. This is not an official Google product (experimental or otherwise), it is just code that happens to be owned by Google.”",OpenSCAD,,13
access-bridge-explorer,Explore accessibility tree of Java Access Bridge enabled applications,C#,,97
gitwf,,0,,3
arc-proselint,A proselint linter for use with Phabricator's arc command line tool.,PHP,,13
channel-id-enclave,Stores Chromium Channel ID private keys in an Intel SGX enclave.,,,31
generator-goro,,JavaScript,,23
xpaf,,C++,,145
google-empty-test-module,,0,,2
cloud-reporting,,Java,,7
reagera,"Minimal implementation of predictable state in Java, inspired by Elm and Redux.",Java,,12
py-decorators-tutorial,,Jupyter Notebook,,29
identity-toolkit-node-client,Google Identity Toolkit client library for Node.js,JavaScript,,29
GOS-conventions,A convention for Objective-C libraries.,Shell,,5
identity-toolkit-java-client,Google Identity Toolkit client library for Java,Java,,36
jalic,,C,,10
arc-regex-line-length-linter,A configurable line length linter for use with Phabricator's arc command line tool.,PHP,,7
identity-toolkit-ruby-client,Google Identity Toolkit client library for Ruby,Ruby,,9
file-system-stress-testing,A tool that can be used to stress test POSIX filesystems.,C,,88
linux-sensor,,C,,28
multibox,,,,312
offline-content-packager,"**This is not an official Google product.** - Nkata is the Nigerian Igbo word for ""basket"". This is a content packaging tool, a configurable script that takes inputed media such as text and video, creates HTML shell pages around them, and bundles them into a navigable web-like experience with an index for use in an education setting without an I…",Apache-2.0,,31
crush-tools,Automatically exported from code.google.com/p/crush-tools,Shell,,148
p4-pdpi,,C++,,14
angular-a11y-workshop,,TypeScript,,7
angular_cli,,Dart,"cli,angulardart",64
binnavi,"BinNavi is a binary analysis IDE that allows to inspect, navigate, edit and annotate control flow graphs and call graphs of disassembled code.",Java,"java,reverse-engineering,analysis,binnavi,yfiles",2809
vkb,Build scripts to build many bits of Vulkan together in one place.,CMake,,6
cluster-scoped-cicd,,Makefile,,8
autol2,,Python,,3
ssl_logger,Decrypts and logs a process's SSL traffic.,Python,,1014
rekall-profiles,Public Profile Repository for Rekall Memory Forensic.,HTML,,98
rekall,Rekall Memory Forensic Framework,Python,,1829
seq2seq,A general-purpose encoder-decoder framework for Tensorflow,Python,"translation,neural-network,tensorflow,machine-translation,deeplearning",5537
inject.dart,Compile-time dependency injection for Dart and Flutter,Dart,"dart,dependency-injection,flutter",861
tinkCryptoHelper,,Java,,4
in-silico-labeling,Code for In silico labeling: Predicting fluorescent labels in unlabeled images,Python,,247
berrydb,,C++,,70
android-arscblamer,"ArscBlamer is a command-line tool that can parse an Android app's resources.arsc file and extract useful, actionable information about its contents",Java,,898
